smiles,name,perm (cm/s),logP,doi,PMID,title,publisher,year,access,page,origin
CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,Carteolol,1.43e-07,-6.844663962534939,10.1016/j.ejps.2018.03.034,,Corneal and conjunctival drug permeability: Systematic comparison and pharmacokinetic impact in the eye,Elsevier BV,2018,0,3,table 1
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,Diclofenac,6.2e-07,-6.2076083105017466,10.1016/j.ejps.2018.03.034,,Corneal and conjunctival drug permeability: Systematic comparison and pharmacokinetic impact in the eye,Elsevier BV,2018,0,3,table 1
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,Fluconazole,10.0e-07,-6.001304841688344,10.1016/j.ejps.2018.03.034,,Corneal and conjunctival drug permeability: Systematic comparison and pharmacokinetic impact in the eye,Elsevier BV,2018,0,3,table 1
C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,Ketorolac,3.49e-07,-6.45717457304082,10.1016/j.ejps.2018.03.034,,Corneal and conjunctival drug permeability: Systematic comparison and pharmacokinetic impact in the eye,Elsevier BV,2018,0,3,table 1
CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,Levocabastine,4.08e-07,-6.38933983691012,10.1016/j.ejps.2018.03.034,,Corneal and conjunctival drug permeability: Systematic comparison and pharmacokinetic impact in the eye,Elsevier BV,2018,0,3,table 1
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,Lincomycin,9.00e-08,-7.045757490560675,10.1016/j.ejps.2018.03.034,,Corneal and conjunctival drug permeability: Systematic comparison and pharmacokinetic impact in the eye,Elsevier BV,2018,0,3,table 1
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,Quinidine,8.68e-07,-6.061480274823508,10.1016/j.ejps.2018.03.034,,Corneal and conjunctival drug permeability: Systematic comparison and pharmacokinetic impact in the eye,Elsevier BV,2018,0,3,table 1
C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,Tizanidine,4.704e-06,-5.327532686931918,10.1016/j.ejps.2018.03.034,,Corneal and conjunctival drug permeability: Systematic comparison and pharmacokinetic impact in the eye,Elsevier BV,2018,0,3,table 1
CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,Voriconazole,3.168e-06,-5.499214827082544,10.1016/j.ejps.2018.03.034,,Corneal and conjunctival drug permeability: Systematic comparison and pharmacokinetic impact in the eye,Elsevier BV,2018,0,3,table 1
COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,Moxifloxacin,9.10e-06,-5.04,10.1016/j.talanta.2011.08.060,,Quantitative and qualitative prediction of corneal permeability for drug-like compounds,Elsevier BV,2011,0,3,table 1
C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Levofloxacin,2.90e-06,-5.54,10.1016/j.talanta.2011.08.060,,Quantitative and qualitative prediction of corneal permeability for drug-like compounds,Elsevier BV,2011,0,3,table 1
CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,Gatifloxacin,2.50e-06,-5.6,10.1016/j.talanta.2011.08.060,,Quantitative and qualitative prediction of corneal permeability for drug-like compounds,Elsevier BV,2011,0,3,table 1
CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,Lomefloxacin,3.50e-06,-5.46,10.1016/j.talanta.2011.08.060,,Quantitative and qualitative prediction of corneal permeability for drug-like compounds,Elsevier BV,2011,0,3,table 1
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,Buspirone,6.65e-05,-4.18,10.1016/j.talanta.2011.08.060,,Quantitative and qualitative prediction of corneal permeability for drug-like compounds,Elsevier BV,2011,0,3,table 1
C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,Apraclonidine,3.80e-06,-5.42,10.1016/j.talanta.2011.08.060,,Quantitative and qualitative prediction of corneal permeability for drug-like compounds,Elsevier BV,2011,0,3,table 1
C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,Fluorescein,1.60e-05,-4.8,10.1016/j.talanta.2011.08.060,,Quantitative and qualitative prediction of corneal permeability for drug-like compounds,Elsevier BV,2011,0,3,table 1
C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,Nepafenac,7.40e-05,-4.13,10.1016/j.talanta.2011.08.060,,Quantitative and qualitative prediction of corneal permeability for drug-like compounds,Elsevier BV,2011,0,3,table 1
