compound_key,compound_names,molecule_chembl_ids,SMILES,target_chembl_id,variant,measurement_class,activity_types,activity_relation,activity_uM,log10_activity_uM,delta_G_relation,delta_G_kcal_mol,delta_G_basis,temperature_K,n_records,n_exact_records,n_censored_records,n_assays,n_documents,exact_min_uM,exact_max_uM,max_censored_lower_bound_uM,endpoint_summaries,branches,heavy_atoms,PAINS_pass,structural_ipTM_status,aggregation,assay_chembl_ids,document_chembl_ids,activity_ids,source_urls,class_from_passing_assays,broader_unflagged_ROCK2_conflict,broader_conflict_activity_ids,affinity_probability_binary2,affinity_probability_binary,affinity_pred_value1,affinity_pred_value2,affinity_pred_value,affinity_probability_binary1
52d271a3eb426ccc,,CHEMBL3689387,Brc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,CHEMBL2973,,active,IC50,=,0.586,-0.2321023839819093,=,-8.5021,IC50_energy_proxy,298.15,1,1,0,1,1,0.586,0.586,,"{""IC50"":{""median_log10_uM"":-0.23210238398190938,""max_lower_bound_uM"":null}}",hit_to_lead,24,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3705637,CHEMBL3639066,17616213,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3705637,active,False,,0.6250611543655396,0.5740112066268921,-0.005160808563232422,-0.43131759762763977,-0.2182392030954361,0.5229612588882446
81d9cff5c45d6d0b,,CHEMBL5862790,C#CC1CN(C(=O)c2cc3ccc(-c4nccc(Nc5ccc(-c6cn[nH]c6)cc5)n4)cc3n2C)C1,CHEMBL2973,,active,IC50,=,0.322,-0.4921441283041691,=,-8.8569,IC50_energy_proxy,298.15,1,1,0,1,1,0.322,0.322,,"{""IC50"":{""median_log10_uM"":-0.4921441283041691,""max_lower_bound_uM"":null}}",hit_to_lead,36,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL5738249,CHEMBL5729205,28741403,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5738249,active,False,,0.5234487056732178,0.6314244270324707,-0.12780603766441345,-0.719283938407898,-0.4235450029373169,0.7394001483917236
da47fc2a74bc8bd9,,CHEMBL6002713,C#CCC1NC(=O)N([C@H]2CC3(C[C@H](Oc4ncccc4C(N)=O)C3)C2)C1=O,CHEMBL2973,,active,IC50,=,0.562,-0.2502636844309389,=,-8.5269,IC50_energy_proxy,298.15,1,1,0,1,1,0.562,0.562,,"{""IC50"":{""median_log10_uM"":-0.2502636844309389,""max_lower_bound_uM"":null}}",hit_to_lead,27,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL5738473,CHEMBL5729323,28805093,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5738473,active,False,,0.13595840334892273,0.28613901138305664,-0.11521817743778229,0.25057080388069153,0.06767631322145462,0.43631964921951294
98805bd0f5e1dfbc,,CHEMBL3613609,C#CCOC(=O)c1cccc(NC(=O)C2(CN(C)C)CCN(c3ncnc4[nH]cc(C)c34)CC2)c1,CHEMBL2973,,active,IC50,=,0.016,-1.7958800173440752,=,-10.6355,IC50_energy_proxy,298.15,1,1,0,1,1,0.016,0.016,,"{""IC50"":{""median_log10_uM"":-1.7958800173440752,""max_lower_bound_uM"":null}}",hit_to_lead,35,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3615478,CHEMBL3611979,15710514,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3615478,active,False,,0.8579239845275879,0.8188015222549438,-0.9514073133468628,-1.9205305576324463,-1.4359688758850098,0.7796791195869446
bec0b7362235591e,,CHEMBL3689376,C#Cc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1,CHEMBL2973,,active,IC50,=,0.0690999999999999,-1.1605219526258015,=,-9.7687,IC50_energy_proxy,298.15,1,1,0,1,1,0.0691,0.0691,,"{""IC50"":{""median_log10_uM"":-1.1605219526258017,""max_lower_bound_uM"":null}}",hit_to_lead,25,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3705637,CHEMBL3639066,17616202,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3705637,active,False,,0.7555227279663086,0.7537415027618408,-0.6694841384887695,-0.7951089143753052,-0.7322965264320374,0.7519603371620178
6d82d00332c6fb4a,,CHEMBL3689416,C#Cc1ccc(CN2CCC[C@@H](Nc3ccc4[nH]ncc4c3)C2)cc1,CHEMBL2973,,active,IC50,=,0.111,-0.9546770212133424,=,-9.4879,IC50_energy_proxy,298.15,1,1,0,1,1,0.111,0.111,,"{""IC50"":{""median_log10_uM"":-0.9546770212133425,""max_lower_bound_uM"":null}}",hit_to_lead,25,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3705637,CHEMBL3639066,17616244,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3705637,active,False,,0.762018620967865,0.7577269077301025,-0.5130563974380493,-0.8298528790473938,-0.671454668045044,0.7534352540969849
0b69ccab791f7f42,,CHEMBL3689417,C#Cc1ccc(CN2CCC[C@H](Nc3ccc4[nH]ncc4c3)C2)cc1,CHEMBL2973,,active,IC50,=,0.0530999999999999,-1.274905478918531,=,-9.9248,IC50_energy_proxy,298.15,1,1,0,1,1,0.0531,0.0531,,"{""IC50"":{""median_log10_uM"":-1.274905478918531,""max_lower_bound_uM"":null}}",hit_to_lead,25,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3705637,CHEMBL3639066,17616245,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3705637,active,False,,0.7911648154258728,0.7833713889122009,-0.628383994102478,-1.0268912315368652,-0.8276376128196716,0.775577962398529
41a9a77aa15ef20a,,CHEMBL3689495,C#Cc1ccc(CN2CC[C@@H](Nc3cccc4cnccc34)C2)cc1,CHEMBL2973,,active,IC50,=,0.0871,-1.0599818449923368,=,-9.6316,IC50_energy_proxy,298.15,1,1,0,1,1,0.0871,0.0871,,"{""IC50"":{""median_log10_uM"":-1.0599818449923368,""max_lower_bound_uM"":null}}",hit_to_lead,25,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3705637,CHEMBL3639066,17616323,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3705637,active,False,,0.6785488724708557,0.6711628437042236,-0.682937502861023,-0.39088302850723267,-0.5369102954864502,0.6637768745422363
ad363df4d06cb834,,CHEMBL3689389,C#Cc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,CHEMBL2973,,active,IC50,=,0.057,-1.2441251443275083,=,-9.8828,IC50_energy_proxy,298.15,1,1,0,1,1,0.057,0.057,,"{""IC50"":{""median_log10_uM"":-1.2441251443275085,""max_lower_bound_uM"":null}}",hit_to_lead,25,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3705637,CHEMBL3639066,17616215,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3705637,active,False,,0.7256379127502441,0.7321170568466187,-0.5988470315933228,-0.41634562611579895,-0.5075963139533997,0.7385961413383484
69443cc13084dc94,CUDC-101,CHEMBL598797,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,32,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936025,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.11290907859802246,0.12157916277647018,0.1266745924949646,0.21282625198364258,0.1697504222393036,0.1302492469549179
ca4b4203a06d4d48,ERLOTINIB,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,29,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936143,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.13910885155200958,0.16659164428710938,0.42314136028289795,0.5449736714363098,0.4840575158596039,0.19407445192337036
cceab5dea667344d,ICOTINIB,CHEMBL2087361,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,29,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936183,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.1392359733581543,0.11486561596393585,-0.02009163610637188,-0.16083163022994995,-0.09046163409948349,0.09049525856971741
d55e1607da93a11c,,CHEMBL6041303,C/C(=C\c1ccccc1)CC1NC(=O)N([C@H]2CC3(C[C@H](Oc4ncccc4C(N)=O)C3)C2)C1=O,CHEMBL2973,,active,IC50,=,0.021,-1.6777807052660807,=,-10.4744,IC50_energy_proxy,298.15,1,1,0,1,1,0.021,0.021,,"{""IC50"":{""median_log10_uM"":-1.6777807052660807,""max_lower_bound_uM"":null}}",hit_to_lead,34,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL5738473,CHEMBL5729323,28805321,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5738473,active,False,,0.4204433262348175,0.4981631636619568,-1.4204014539718628,-0.5506449937820435,-0.9855232238769531,0.5758830308914185
c8de671880158150,PACRITINIB,CHEMBL2035187,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,35,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936118,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.18581625819206238,0.2823452949523926,0.5403857231140137,-0.16290628910064697,0.18873971700668335,0.3788743019104004
66431f76b606048a,POZIOTINIB,CHEMBL3545154,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,33,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936108,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.05586988106369972,0.058624379336833954,0.7590343952178955,0.22935013473033905,0.4941922724246979,0.061378877609968185
0c5ff1adbb67ee26,,CHEMBL6189398,C=CC(=O)N1CCC(c2cc(-c3ccnc4[nH]ccc34)[nH]n2)CC1,CHEMBL2973,,active,IC50,=,0.553,-0.2572748686953017,=,-8.5365,IC50_energy_proxy,298.15,1,1,0,1,1,0.553,0.553,,"{""IC50"":{""median_log10_uM"":-0.2572748686953017,""max_lower_bound_uM"":null}}",hit_to_lead,24,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL6181554,CHEMBL6177997,29302300,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL6181554,active,False,,0.5852099657058716,0.6733006834983826,-0.010263003408908844,-0.1815606653690338,-0.09591183066368103,0.7613914012908936
c9ef88af4d6971ba,IBRUTINIB,CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,33,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936008,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.3593143820762634,0.3538384735584259,-0.06613077223300934,-0.3813832998275757,-0.22375702857971191,0.3483625650405884
dacc60987b8bb09c,,CHEMBL3991931,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,34,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936065,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.22532066702842712,0.21076667308807373,-0.0439777746796608,-0.7530475854873657,-0.39851269125938416,0.19621269404888153
fe59e180845a71da,OSIMERTINIB,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,37,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936180,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.2216031849384308,0.19609111547470093,-0.24574922025203705,-0.2345772385597229,-0.24016323685646057,0.17057904601097107
df0b2979dd2fc742,AV-412 FREE BASE,CHEMBL2138625,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,36,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936181,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.04666980355978012,0.0597757026553154,0.7192597985267639,-1.1638760566711426,-0.22230812907218933,0.07288160175085068
f1aca1af014ca5fb,CANERTINIB,CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,34,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936129,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.06252536922693253,0.0740838348865509,0.7646275758743286,-0.9928804039955139,-0.11412641406059265,0.08564230054616928
f8810c5ce0084328,ROCILETINIB,CHEMBL3545308,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,40,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936212,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.3542659878730774,0.3314105272293091,0.21942460536956787,-0.4386129379272461,-0.10959416627883911,0.3085550367832184
72ac0d8f075b26e4,SONOLISIB,CHEMBL411907,C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,38,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936123,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.27514973282814026,0.21961787343025208,-0.9485290050506592,0.22634652256965637,-0.3610912561416626,0.16408602893352509
bde1f41bd0751f16,,CHEMBL5800257,C=CC[C@@H]1CC(=O)N([C@H]2CC3(C[C@H](Oc4ncccc4C(N)=O)C3)C2)C(=O)N1,CHEMBL2973,,active,IC50,=,0.963,-0.0163737128754655,=,-8.2078,IC50_energy_proxy,298.15,1,1,0,1,1,0.963,0.963,,"{""IC50"":{""median_log10_uM"":-0.0163737128754655,""max_lower_bound_uM"":null}}",hit_to_lead,28,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL5738473,CHEMBL5729323,28805285,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5738473,active,False,,0.17028234899044037,0.49674177169799805,-0.564793586730957,-0.586919367313385,-0.5758564472198486,0.8232011795043945
5b6cd8e87b85b81a,,CHEMBL5999992,C=CCn1c(=O)c2cnccc2c2ccc(C(=O)N[C@H](C)c3ccc(F)cc3)cc21,CHEMBL2973,,active,IC50,=,1.48,0.1702617153949573,=,-7.9532,IC50_energy_proxy,298.15,1,1,0,1,1,1.48,1.48,,"{""IC50"":{""median_log10_uM"":0.17026171539495738,""max_lower_bound_uM"":null}}",hit_to_lead,30,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL5733449,CHEMBL5726827,27529646,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5733449,active,False,,0.5617396235466003,0.45451974868774414,0.8621688485145569,-1.0581296682357788,-0.09798040986061096,0.34729984402656555
dc026764767a1a40,,CHEMBL3689379,C=Cc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1,CHEMBL2973,,active,IC50,=,0.0695,-1.158015195409886,=,-9.7653,IC50_energy_proxy,298.15,1,1,0,1,1,0.0695,0.0695,,"{""IC50"":{""median_log10_uM"":-1.158015195409886,""max_lower_bound_uM"":null}}",hit_to_lead,25,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3705637,CHEMBL3639066,17616205,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3705637,active,False,,0.7020706534385681,0.6778295636177063,-0.47491028904914856,-0.5447681546211243,-0.5098392367362976,0.6535884737968445
1a3ec5f67a54e2fd,,CHEMBL5787078,C=Cn1c(C(=O)N2CC(F)(F)C2)cc2ccc(-c3nccc(Nc4ccc(-c5cn[nH]c5)cc4)n3)cc21,CHEMBL2973,,active,IC50,=,0.0499999999999999,-1.3010299956639813,=,-9.9604,IC50_energy_proxy,298.15,1,1,0,1,1,0.05,0.05,,"{""IC50"":{""median_log10_uM"":-1.3010299956639813,""max_lower_bound_uM"":null}}",hit_to_lead,37,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL5738249,CHEMBL5729205,28741742,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5738249,active,False,,0.5628945827484131,0.6829789876937866,-0.799088180065155,-1.1669623851776123,-0.983025312423706,0.8030634522438049
b58de54b056b7f50,,CHEMBL5940878,CC(=O)C1CN(C(=O)c2cc3ccc(-c4nccc(Nc5ccc(-c6cn[nH]c6)cc5)n4)cc3n2C)C1,CHEMBL2973,,active,IC50,=,0.092,-1.0362121726544449,=,-9.5991,IC50_energy_proxy,298.15,1,1,0,1,1,0.092,0.092,,"{""IC50"":{""median_log10_uM"":-1.0362121726544447,""max_lower_bound_uM"":null}}",hit_to_lead,37,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL5738249,CHEMBL5729205,28741406,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5738249,active,False,,0.41023769974708557,0.5120919346809387,-0.1568646878004074,-0.5856575965881348,-0.3712611496448517,0.6139461398124695
895eb273c55f92b7,,CHEMBL6188846,CC(=O)N1CCC(c2cc(-c3ccnc4[nH]ccc34)[nH]n2)CC1,CHEMBL2973,,active,IC50,=,0.98,-0.0087739243075051,=,-8.1975,IC50_energy_proxy,298.15,1,1,0,1,1,0.98,0.98,,"{""IC50"":{""median_log10_uM"":-0.00877392430750515,""max_lower_bound_uM"":null}}",hit_to_lead,23,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL6181554,CHEMBL6177997,29302302,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL6181554,active,False,,0.5193957686424255,0.5876777768135071,0.6327202320098877,0.34987372159957886,0.4912969768047333,0.6559597849845886
023d4f3ad0b10348,,CHEMBL6063801,CC(=O)N1Cc2nc(-c3ccc4c(c3)CN(C(=O)C3CC(F)(F)C3)C4)nc(Nc3ccc(-c4cn[nH]c4)cc3)c2C1,CHEMBL2973,,active,IC50,=,0.025,-1.6020599913279625,=,-10.3711,IC50_energy_proxy,298.15,1,1,0,1,1,0.025,0.025,,"{""IC50"":{""median_log10_uM"":-1.6020599913279623,""max_lower_bound_uM"":null}}",hit_to_lead,41,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL5738249,CHEMBL5729205,28741508,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5738249,active,False,,0.4746498465538025,0.44566893577575684,-1.3778955936431885,-1.312298059463501,-1.3450968265533447,0.4166879951953888
6a402750ee6e3c13,PF-03814735,CHEMBL4289017,CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,CHEMBL2973,,measured_inactive_or_weak,Kd,>,30.0,1.4771212547196624,>,-6.1703,Kd_derived_estimate,298.15,1,0,1,1,1,,,30.0,"{""Kd"":{""median_log10_uM"":null,""max_lower_bound_uM"":30.0}}",hit_discovery,34,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3991871,CHEMBL3991601,17936042,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991871,measured_inactive_or_weak,False,,0.6170995831489563,0.6924920082092285,-0.8201175928115845,-0.729742705821991,-0.7749301195144653,0.7678844928741455
7c4f35e2c060b325,,CHEMBL2325732,CC(=O)NCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,CHEMBL2973,,active,IC50,=,0.182,-0.7399286120149252,=,-9.1949,IC50_energy_proxy,298.15,1,1,0,1,1,0.182,0.182,,"{""IC50"":{""median_log10_uM"":-0.7399286120149252,""max_lower_bound_uM"":null}}",hit_to_lead,32,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL2330882,CHEMBL2321772,12662039,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL2330882,active,False,,0.754766583442688,0.6696791052818298,-1.0023138523101807,-0.831853985786438,-0.9170839190483093,0.5845916271209717
a3b9637d03bcd711,,CHEMBL3689449,CC(=O)NCCOc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,CHEMBL2973,,active,IC50,=,0.591,-0.2284125191187446,=,-8.4971,IC50_energy_proxy,298.15,1,1,0,1,1,0.591,0.591,,"{""IC50"":{""median_log10_uM"":-0.22841251911874466,""max_lower_bound_uM"":null}}",hit_to_lead,30,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3705637,CHEMBL3639066,17616277,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3705637,active,False,,0.7376092076301575,0.8075094223022461,-0.15282392501831055,0.030226990580558777,-0.061298467218875885,0.8774096369743347
d05796f0cebc62ed,,CHEMBL3689460,CC(=O)NCc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,CHEMBL2973,,active,IC50,=,0.254,-0.595166283380062,=,-8.9974,IC50_energy_proxy,298.15,1,1,0,1,1,0.254,0.254,,"{""IC50"":{""median_log10_uM"":-0.595166283380062,""max_lower_bound_uM"":null}}",hit_to_lead,28,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL3705637,CHEMBL3639066,17616288,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3705637,active,False,,0.7712216377258301,0.8309726715087891,-0.2652299404144287,0.4015681743621826,0.06816911697387695,0.890723705291748
7b2f29233a402e96,,CHEMBL4780192,CC(=O)N[C@H]1C[C@H](n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)O[C@@H](C)[C@@H]1O,CHEMBL2973,,active,IC50,=,0.21,-0.6777807052660807,=,-9.1101,IC50_energy_proxy,298.15,1,1,0,1,1,0.21,0.21,,"{""IC50"":{""median_log10_uM"":-0.6777807052660807,""max_lower_bound_uM"":null}}",hit_to_lead,36,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL5387668,CHEMBL5385876,25708862,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5387668,active,False,,0.412516713142395,0.4879213571548462,0.7129990458488464,0.4891340136528015,0.601066529750824,0.5633260011672974
d1c87a65dd0e3ca5,,CHEMBL4277459,CC(=O)N[C@H]1C[C@H]2O[C@@](C)([C@@H]1O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL2973,,active,IC50,=,0.06,-1.2218487496163564,=,-9.8524,IC50_energy_proxy,298.15,1,1,0,1,1,0.06,0.06,,"{""IC50"":{""median_log10_uM"":-1.2218487496163564,""max_lower_bound_uM"":null}}",hit_to_lead,36,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL5387668,CHEMBL5385876,25708861,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5387668,active,False,,0.33983564376831055,0.43522152304649353,0.26166486740112305,1.4133670330047607,0.8375159502029419,0.5306074023246765
bdb1893d8a970495,,CHEMBL4069432,CC(=O)Nc1cc(-c2nnc(CNc3cccc(C(=O)NCc4ccccc4C(F)(F)F)c3)n2C)ccn1,CHEMBL2973,,measured_inactive_or_weak,IC50,>,10.0,1.0,>,-6.8212,IC50_energy_proxy,298.15,1,0,1,1,1,,,10.0,"{""IC50"":{""median_log10_uM"":null,""max_lower_bound_uM"":10.0}}",hit_to_lead,38,True,not_evaluated,median_of_assay_endpoint_log_medians; bounds_separate,CHEMBL4040374,CHEMBL4038320,18184539,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4040374,measured_inactive_or_weak,False,,0.4379107654094696,0.5969700813293457,1.4493424892425537,0.8209189772605896,1.135130763053894,0.7560294270515442
